Timestamp,Job Title,Institution/Organization Name,Description,Responsibilities,Qualifications,Compensation,Location,URL,To Apply,Institution/Organization Information,Contact Information
3/27/2017 10:45:02, Librarian I SEARCH REOPENED,White Plains Public Library,"The White Plains Public Library has a great story to tell. Come and help us share it! 

We have an opening for a Librarian I to help develop our marketing and communications and provide public services to adults. 

Applicants must be available to work evening as well as weekend hours.

The White Plains Public Library serves the community through one, 90,000-square-foot facility, located in downtown White Plains. The Library has undergone a renovation and rebirth in the last decade, beginning with the creation of the Trove, a library for children. In 2013 it opened the Edge, an innovative library for teens that includes a digital media lab. The Hub for adults, with a Learning Commons as well as a café and bookstore, will open in fall, 2017. With a staff of 42 FTE, in 2016 the Library attracted nearly 30,000 people to its programs and circulated over 700,000 items.

The City of White Plains is located 25 miles north of New York City in Westchester County. Home to 55,000 residents, the City’s population expands to 200,000 every workday as people travel to the City for work or school. The modern downtown has enjoyed a revitalization with expanded shopping and dining options. With a Metro North commuter railroad station and a bus transit center, people from all over Westchester County make White Plains a destination for work, leisure and study. 

The City of White Plains is an Equal Opportunity Employer 

","In this position, you will grow a public relations program to create positive relationships between the Library and its public; market library activities through social media platforms, a digital newsletter, and other channels; promote specific events; and nurture engagement between the Library and White Plains’ communities. You will also provide reference and reader’s advisory services, instruction, assistance with technology, and plan and implement programs. 

The successful candidate must be an excellent collaborator, as you will work with a range of colleagues as well as community members and staff from other organizations.  She or he must possess excellent written and verbal communication skills, expertise with social media, be creative and enjoy working independently. Experience in marketing or public relations is a plus. ","Minimum Qualifications: Master’s degree in library or information science from a program that is accredited by the American Library Association or recognized by the New York State Education Department as following accepted education practices. 

Special Requirements: Eligibility for a New York State Public Librarian’s Professional Certificate at the time of application; possession of certificate at the time of appointment. The successful candidate will also be required to pass a civil service examination and be reachable for permanent appointment.
","Starting Salary: $53,689 to $55,311 depending on experience; excellent benefits","White Plains, NY, USA",,"If interested, please email cover letter and resume by April 7, 2017 to: Brian Kenney, Library Director, bkenney@whiteplainslibrary.org. Please put “Librarian Opening” in the subject line.
",,
3/27/2017 10:50:30,"Librarian I, Children’s Services",White Plains Public Library,"Do you love children’s literature, enjoy keeping abreast of publishing trends, and delight in creating a top-notch collection that will engage readers? Then come join us at the White Plains Public Library.

Due to retirement, the White Plains Public Library has an opening for a Librarian I to work in The Trove, our library for children. One of the busiest public libraries in New York State, the White Plains Public Library values excellent customer service as well as innovation and experimentation in services and programs. 


The City of White Plains is located 25 miles north of New York City in Westchester County. Home to 55,000 residents, the City’s population expands to 250,000 every workday as thousands of people travel to the City for work or school. The modern downtown has enjoyed a recent revitalization with expanded shopping and dining options. With a Metro North commuter railroad station and a bus transit center, people from all over Westchester County make White 
Plains a destination for work, leisure and study. 

The White Plains Public Library serves the City through one facility, located in downtown White Plains. With a staff of 42 FTE, in 2014 the Library attracted nearly 30,000 people to its programs and circulated over 700,000 items. In addition to the Trove, the library for children, in 2013 the Library opened the Edge, an innovative library for teens that includes a digital media lab. The final phase of its capital campaign will create the Hub, with a Learning Commons for adults as well as a café and bookstore. 

The City of White Plains is an Equal Opportunity Employer 


","In addition to acquiring much of our book collection, as a Librarian I, you will provide reference and reader’s advisory services to children and adults, plan and conduct programs, lead classes and workshops, among other responsibilities. Special consideration will be given to candidates with experience in publishing, education, book selling, or other work with children.  Applicants must be available to work evening as well as weekend hours. 

Candidates should genuinely like working with children and adults, appreciate providing library services to a diverse, multilingual population, and be able to work effectively with colleagues. They must also be outward looking, helping to ensure that the Library remains responsive to the White Plains community. 
","Minimum Qualifications: Master’s degree in library or information science (MLS) from a program that is accredited by the American Library Association or recognized by the New York State Education Department as following accepted education practices. 

Special Requirements: Eligibility for a New York State Public Librarian’s Professional Certificate at the time of application; possession of certificate at the time of appointment. The successful candidate will also be required to pass a civil service examination and be reachable for permanent appointment.
","Starting salary is $53,689 to $55,311 depending on experience; excellent benefits.","White Plains, NY, USA",,"If interested, please email cover letter and resume to by April 17 to: Brian Kenney, Library Director, bkenney@whiteplainslibrary.org. Please put “Librarian Opening” in the subject line.",,
3/27/2017 16:53:44,Librarian I - Adult Services,New City Library,"The New City Library is seeking an individual who embodies the concept of librarian as educator, facilitator, and collaborator in the digital realm.  We’re looking for an enthusiastic, creative, flexible team player with experience in 3D printing, coding, and other forms of digital creation who can use those skills to transform the traditional library patron experience into a participatory, dynamic, and educational event.",Traditional Adult reference desk tasks plus development and execution of makerspace programs for all ages.,"Accredited Master's Degree in Library Science, NYS Public Librarian Certificate, experience in coding/3D printing.","Salary starts at $57,956","New City, NY, USA",http://www.rcls.org/?q=node/1177,"Please submit letter of application and resume to Marianne Silver, Director, at msilver@rcls.org","New City Library | 220 N. Main St. | New City, NY  10956",Marianne Silver at msilver@rcls.org
3/28/2017 11:14:15,Head of Cataloging and Metadata Services,Stony Brook University,"Head of Cataloging and Metadata Services
Stony Brook University, home to many highly ranked graduate research programs, is located 60 miles from New York City on Long Island's scenic North Shore. Our 1,100-acre campus is home to 24,000 undergraduate, graduate, and doctoral students and more than 13,500 faculty and staff. SBU is a comprehensive research-intensive university and a member of the prestigious Association of American Universities (AAU), which includes 34 public universities among its 62 members. SBU consists of 12 schools and colleges and a teaching hospital that provides state-of-the-art healthcare in the Long Island region. SBU also manages and performs joint research with Brookhaven National Laboratory, the only Department of Energy Laboratory in the Northeast, and shares doctoral programs with Cold Spring Harbor Laboratory, a world-renowned molecular biology institute. Home to the Emerson String Quartet, the Pollock-Krasner House in East Hampton, New York, the Humanities Institute, and the Southampton Arts Program, and with endeavors that extend to the Turkana Basin Institute in Kenya and the Ranomafana National Park in Madagascar, SBU sustains an international reputation that cuts across the arts, humanities, social sciences, and natural sciences.

Stony Brook Libraries are known for a wide-range of print and digital resources and world-renowned special collections. The Stony Brook Libraries belong to the Association of Research Libraries (ARL), with a Health Sciences Center Library that is a member of the Association of Academic Health Sciences Libraries. The Libraries are engaged in an ambitious and dynamic strategic planning (2015-2018). The collection exceeds 2 million volumes, including e-books, print and electronic holdings of scholarly journal subscriptions, microforms, music recordings, and a sizable map collection. The SBU Libraries include 6 distinct facilities, including Melville Library, Marine and Atmospheric Sciences, Chemistry, Math/Physics, Southampton and Health Sciences Libraries, and SUNY Korea-SBU campus. The University's Libraries stand as the largest academic research library on Long Island, serving as a resource in the local community, state-wide, and nationally and internationally. The Libraries maintain memberships and affiliations in arXiv, Association of Research Libraries, SPARC, Center for Research Libraries, SUNY Connect, DuraSpace (as a SUNY member) the Council on Library and Information Resources, Digital Library Federation, Coalition of Networked Information, EDUCAUSE, Inter-university Consortium for Political and Social Research, Roper Center, OCLC Research Library Partnership, and ORCID through the National Network of the National Libraries of Medicine. The Libraries utilize Ex Libris' Aleph for its integrated library system and have recently deployed EBSCO's Discovery Service, DSpace, Conent DM, and Omeka, are used for managing digital assets and a growing Institutional Repository.

Descriptive Title: Head of Cataloging and Metadata Services 
REF#: F-9755-17-03
Budget Title: Senior Assistant/Associate Librarian 
Faculty Position
Department: University Libraries 
Campus: Stony Brook West Campus/HSC
Salary: Commensurate with Experience

Required Qualifications: Master's in library science from an ALA accredited institution or equivalent combination of education and experience. At least three years of significant experience in acquisitions, cataloging, and metadata services. Strong working knowledge of RDA and MARC cataloging rules and conventions and non-MARC metadata schemas, formats, standards, and protocols. Evidence of successful and creative management of staff and operations, including demonstrated potential for leading transformational change. Evidence of leadership in the fields of knowledge access and resource management, including demonstrated effective management, planning, and organizational skills. Ability to lead in an atmospheric of continuous change, to work within a collaborative environment with diverse groups and to inspire and motivate. Strong collaboration and communication skills. Record of professional activities, including research and engagement in professional organizations. Demonstrated knowledge of emerging areas of librarianship, including the capabilities and future trends to library technology and systems to optimize discovery and access to scholarly resources. Supervisory and training experience.

Preferred Qualifications: Additional advanced degree. Working knowledge of one or more non-English languages. Knowledge of cataloging and metadata as applied to music and map collections. Experience in cataloging special collections, archival materials, and digital collections. Solid understanding of the research university environment and scholarly communication issues. Experience in coordination or management of integrated library system functions, including experience with Ex Libris' Aleph system. Demonstrated ability to work with library and university constituencies, including library and academic faculty. Strong service orientation. 

Responsibilities & Requirements: Under the direction of the Director of Collection and Resource Management, the Head of Cataloging and Metadata Services provides leadership, guidance, and expertise to the department, including supervision of faculty librarians and professional staff. The Head of Cataloging and Metadata Service will be expected to conduct research and scholarship, and participate in faculty governance, committee works, and continuing professional development consistent with University standards to promotion and tenure. As a faculty librarian, the successful incumbent will take an active role in liaison, reference and instruction duties. The selected candidate will be responsible for the following:
•	Provide leadership, guidance, and expertise to CMS, including regular review of departmental faculty librarians and professional staff.
•	Advise Director of Collection and Resource Management in the articulation of a user-centered, holistic cataloging and metadata vision to meet current and emerging information needs and new models of collection/content building and delivery.
•	Review and evaluate workflows and work assignments, with an eye toward increasing efficiencies, bringing more high-quality content to users more quickly, and building sustainable workflows to handle increasingly heterogeneous digital assets.
•	Plan, implement, and evaluate operations, establish policies and procedures, and set priorities in cataloging and metadata services.
•	Oversee and manage acquisition of monographs and other non-serial library resources in consultation with liaison librarian selectors and Director of Collection and Resource Management.
•	Train, evaluate. and supervise technical services staff, and ensure compliance with national and local standards such as MARC, RDA, AACR2r, LCSH, LCCS, OCLC, LC cataloging practices, and other appropriate cataloging and metadata standards.
•	Work with the Director of Collection and Resource Management and Head of Serials and Electronic Resource Management to assess, implement, and manage vendor arrangements for the outsourcing of cataloging and metadata work.
•	Work with SBU Library senior leadership, consortia partners, and library/higher education organizations to identify opportunities for improvement in Libraries' discovery and delivery operations and services.
•	WorK with Director of Collection and Resource Management and Libraries leadership to develop and implement University Libraries strategic priorities and provide the infrastructure needed to achieve those priorities.
•	Work with Director of Collection and Resource Management and Associate Dean for Collection Strategy and Management to develop, coordinate, and implement bibliographic control policy and practices across the ILS, Discovery, and digital repository systems.

Special Notes: This is a tenure track position. FLSA Exempt position, not eligible for the overtime provisions of the FLSA. Internal and external search to occur simultaneously. Anticipated Start Date: As soon as possible. **Applications will be accepted until the position is filled. However, to guarantee consideration, please apply by 04/23/2017.

Pursuant to Executive Order 161, no State entity, as defined by the Executive Order, is permitted to ask, or mandate, in any form, that an applicant for employment provide his or her current compensation, or any prior compensation history, until such time as the applicant is extended a conditional offer of employment with compensation. If such information has been requested from you before such time, please contact the Governor's Office of Employee Relations at (518) 474-6988 or via email at info@goer.ny.gov.

Stony Brook University is 100% tobacco-free as of January 1, 2016. See our policy and learn more at stonybrook.edu/tobaccofree. 
The selected candidate must successfully clear a background investigation.

Application Procedure: Those interested in this position should submit a State Employment Application(https://www.asa.stonybrook.edu/asa/ASAForms/Department/HRS/Document/HRSF0113), cover letter and resume/CV to:
Pamela DiPasquale
University Libraries Personnel
Melville Library, Room S1430B
Stony Brook University
Stony Brook, NY 11794-3300
E-Mail: library_catalogmetadata_f97551@stonybrook.edu
For a full position description, or application procedures, visit: www.stonybrook.edu/jobs 
(Ref. # 9755-17-03)

Stony Brook University is an Affirmative Action/Equal Opportunity employer. We encourage protected veterans, individuals with disabilities, women and minorities to apply. 

Apply Here: http://www.Click2apply.net/k6f3xwxdqtksys9s

PI97294977
",,,,"Stony Brook, New York, United States 11794",,http://www.Click2apply.net/k6f3xwxdqtksys9s,,
3/28/2017 11:20:13,Head of Serials and Electronic Resources Management,Stony Brook University,"Head of Serials and Electronic Resources Management
Stony Brook University, home to many highly ranked graduate research programs, is located 60 miles from New York City on Long Island's scenic North Shore. Our 1,100-acre campus is home to 24,000 undergraduate, graduate, and doctoral students and more than 13,500 faculty and staff. SBU is a comprehensive research-intensive university and a member of the prestigious Association of American Universities (AAU), which includes 34 public universities among its 62 members. SBU consists of 12 schools and colleges and a teaching hospital that provides state-of-the-art healthcare in the Long Island region. SBU also manages and performs joint research with Brookhaven National Laboratory, the only Department of Energy Laboratory in the Northeast, and shares doctoral programs with Cold Spring Harbor Laboratory, a world-renowned molecular biology institute. Home to the Emerson String Quartet, the Pollock-Krasner House in East Hampton, New York, the Humanities Institute, and the Southampton Arts Program, and with endeavors that extend to the Turkana Basin Institute in Kenya and the Ranomafana National Park in Madagascar, SBU sustains an international reputation that cuts across the arts, humanities, social sciences, and natural sciences.
Stony Brook Libraries are known for a wide-range of print and digital resources and world-renowned special collections. The Stony Brook Libraries belong to the Association of Research Libraries (ARL), with a Health Sciences Center Library that is a member of the Association of Academic Health Sciences Libraries. The Libraries are engaged in an ambitious and dynamic strategic planning (2015-2018). The collection exceeds 2 million volumes, including e-books, print and electronic holdings of scholarly journal subscriptions, microforms, music recordings, and a sizeable map collection. The SBU Libraries include 6 distinct facilities, including Melville Library, Marine and Atmospheric Sciences, Chemistry, Math/Physics, Southampton and Health Sciences Libraries, and SUNY Korea-SBU campus. The University's Libraries stand as the largest academic research library on Long Island, serving as a resource in the local community, state-wide, and nationally and internationally. The Libraries maintain memberships and affiliations in arXiv, Association of Research Libraries, SPARC, Center for Research Libraries, SUNY Connect, DuraSpace (as a SUNY member) the Council on Library and Information Resources, Digital Library Federation, Coalition of Networked Information, EDUCAUSE, Inter-university Consortium for Political and Social Research, Roper Center, OCLC Research Library Partnership, and ORCID through the National Network of the National Libraries of Medicine. The Libraries utilize Ex Libris' Aleph for its integrates library system and have recently deployed EBSCO'S Discovery Service, DSpace, Content DM, and Omeka, are used for managing digital assets and a growing Institutional Repository.

Descriptive Title: Head of Serials and Electronic Resources Management 
REF#: F-9754-17-03
Budget Title: Senior Assistant/Associate Librarian 
Faculty Position
Department: University Libraries 
Campus: Stony Brook West Campus/HSC
Salary: Commensurate with Experience
Required Qualifications: Master's in library from an ALA accredited institution or equivalent combination of education and experience. At least three years of significant experience in serials and electronic resources management. Experience with facilitating access to serials and resources through library catalogs and discovery tools. Evidence of successful and creative management of staff and operations, including demonstrated potential for leading transformational change. Evidence of leadership in the fields of knowledge access and resource management, including demonstrated effective management, planning, and organizational skills. Ability to lead in an atmospheric of continuous change, to work within a collaborative environment with diverse groups and to inspire and motivate. Strong collaboration and communication skills. Record of professional activities, including research and engagement in professional organizations. Demonstrated knowledge of emerging areas of librarianship, including the capabilities and future trends of library technology and systems to optimize discovery and access to scholarly resources. Supervisory and training experience.
Preferred Qualifications: Additional advanced degree. Working knowledge of one or more non-English languages. Knowledge of and experience with vendor license negotiations and consortial collection of development. Solid understanding of the research university environment and scholarly communication issues. Experience in coordination or management of integrated library system functions, including experience with Ex Libris' Aleph system. Demonstrated ability to work with library and university constituencies, including library and academic faculty. Strong service orientation. 
Responsibilities & Requirements: Under the direction of the Direction of Collection and Resource Management, the Head of Serials and Electronic Resources Management provides leadership, guidance, and expertise to the departments, including supervision of faculty librarians and professional staff. The Head of Serials and Electronic Resources Management will be expected to conduct research and scholarship, and participate in faculty governance, committee works, and continuing professional development consistent with University standards for promotion and tenure. As a faculty librarian, the successful incumbent will take an active role in liaison, reference and instruction duties. The selected candidate will be responsible for the following:
•	Provide leadership, guidance, and expertise to the Department of Serials and Electronic Serials Management, including regular review of department faculty librarians and professional staff.
•	Advise Director of Collection and Resource Management in the articulation of a user-centered, holistic serials and electronic resources management vision to meet current and emerging information needs and new models of collection/content building and delivery.
•	Review and evaluate workflows and work assignments, with an eye toward increasing efficiencies, bringing more high-quality content to users more quickly, and building sustainable workflows to handle increasingly heterogeneous digital assets.
•	Plan, implement, and evaluate operations, establish and document policies and procedures, and set priorities in serials and electronic resources management.
•	Train, evaluate, and supervise departmental staff, and ensure compliance with local policy and procedure, resource license agreements, as well as best practices in the profession.
•	Provide budget and collection data to Director of Collection and Resource Management and Associate Dean for Collection Strategy and Management, as well as liaison librarians as appropriate.
•	Administer and allocate expenditures for serials and electronic resources in library management system.
•	Manage troubleshooting and resolution of access issues, consulting and advising Library IT staff as appropriate.
•	Manage subscription renewals and monitor vendors to ensure quality service and accurate pricing.
•	Work with the Director of Collection and Resource Management to assess, implement, and manage vendor arrangements for the outsourcing and/or automation of departmental work as appropriate.
•	Work with SBU Library senior leadership, consortia partners, and library/higher education organizations to identify opportunities for improvement in Libraries/ discovery and delivery operations and services.
•	Work with Director of Collection and Resource Management and Libraries leadership to develop and implement University Libraries strategic priorities and provide the infrastructure needed to achieve those priorities.
•	Work with Director of Collection and Resource Management and Associate Dean for Collection Strategy and Management to develop, coordinate, and implement bibliographic control policy and practices across the ILS, Discovery, and digital repository systems.
Special Notes: This is a tenure track position. FLSA Exempt position, not eligible for the overtime provisions of the FLSA. Internal and external search to occur simultaneously. Anticipated Start Date: As soon as possible. **Applications will be accepted until the position if filled. However, to guarantee consideration, please apply by 04/23/2017.
Pursuant to Executive Order 161, no State entity, as defined by the Executive Order, is permitted to ask, or mandate, in any form, that an applicant for employment provide his or her current compensation, or any prior compensation history, until such time as the applicant is extended a conditional offer of employment with compensation. If such information has been requested from you before such time, please contact the Governor's Office of Employee Relations at (518) 474-6988 or via email at info@goer.ny.gov.
Stony Brook University is 100% tobacco-free as of January 1, 2016. See our policy and learn more at stonybrook.edu/tobaccofree. (http://www.stonybrook.edu/commcms/tobaccofree/)
The selected candidate must successfully clear a background investigation.
Application Procedure: Those interested in this position should submit a State Employment Application,(https://www.asa.stonybrook.edu/asa/ASAForms/Department/HRS/Document/HRSF0113) cover letter and resume/CV to:
Pamela DiPasquale
University Libraries Personnel
Melville Library, Room S1430B
Stony Brook University
Stony Brook, NY 11794-3300
E-Mail: library_hosaerm_F97541703@stonybrook.edu
For a full position description, or application procedures, visit: www.stonybrook.edu/jobs (F-9754-17-03)
Stony Brook University is an Affirmative Action/Equal Opportunity employer. We encourage protected veterans, individuals with disabilities, women and minorities to apply. 

Apply Here: http://www.Click2apply.net/cx3sm999q4zphrpb

PI97294966
",,,,"Stony Brook, New York, USA 11794",,Apply Online: http://www.Click2apply.net/cx3sm999q4zphrpb,,
3/28/2017 14:41:50,Content Manager,Voxgov,"About Us
Voxgov is fast growing startup company that collects, organizes, and analyzes tens of millions of U.S. federal government documents. We are looking for someone who has skills in quality assurance, administration, data entry, and has an excellent eye for detail. This is an entry-level position with room for growth.

About you
You are an extremely detail-oriented individual, who can quickly and accurately find and report errors in our content. You have basic computer skills and are comfortable working in front of a computer for long stretches. You are eager to work for a growing start-up and becoming an invaluable member of our team. You are a motivated self-starter.","• Review content to ensure unwanted material is not included before publishing
• Work closely with data team to acquire new materials and complete projects
• Conduct error-free data analysis","• Experience and comfort using a computer and sitting in front of a screen for the majority of the day
• Technical skills include familiarity with Microsoft Office Suite and Google Docs; all other needed software skills will be taught on-site
• Strong attention to detail
• Ability to work quickly and efficiently 
• Excellent communication skills
• An interest in government and politics is not required but is a plus
• An interest in working for a small, emerging start-up company is a plus","• The position is paid, and can be filled by an intern or full-time employee • Compensation: competitive salary","Flatiron, NYC",www.voxgov.com,Email a cover letter and resume to monica@voxgov.com,"1115 Broadway, Suite 1286, New York, NY 10010","Contact Monica Locker, monica@voxgov.com"
3/28/2017 16:14:55,OFFICE ASSISTANT,R. C. Diocese of Brooklyn Archives,"Provide clerical and administrative support to the Archives office. In addition, this position is responsible for researching and certifying school records. Provide assistance in the safekeeping of permanent records and historically valuable documents. Participate in research activities based on archival materials.  Provide back-up receptionist coverage for the front desk.","•	Clerical duties assigned in accordance with the Archives office procedures and include a combination of answering telephones, bookkeeping, typing or word processing, mail services, office machine operation, inventory and supplies, copying, and, filing.  Coordinate and schedule meetings.
•	Certify School Records upon request.
•	Produce Sacramental Certificates upon request.
•	Compile cash and check payments and provide detailed payment registry to the Archivist for submission to Accounting.
•	Provide reference services and assistance for users needing archival materials. 
•	Prepare archival records, such as document descriptions, to allow easy access to information. 
•	Preserve records, documents, and objects, copying records to film, videotape, audiotape, disk, or computer formats as necessary.
•	May require occasional travel to off-site storage areas to retrieve records.
•	Perform back up receptionist coverage for Administrative Services Group","•	Mandatory execution of Confidentiality Agreement
•	Associate's Degree (two year college or technical school) preferred
•	One to two years related experience
•	Working knowledge of the Roman Catholic Church and of a Diocese.
•	Proficient with Microsoft WORD, Excel and Access 
•	Occasional travel to off-site record storage areas to retrieve records via car of public transportation
•	Work involves standard office setting.  May work alone in the office.  Also involves work in inactive records storage areas. Both environments may involve exposure to dust and/or mold and may require the ability to lift boxes up to 25 lbs.
•	Bi-lingual preferred",,"Brooklyn, NY",http://dioceseofbrooklyn.org/,http://dioceseofbrooklyn.org/homepage/employment-opportunities/,"R. C. Diocese of Brooklyn
310 Prospect Park West
Brooklyn NY 11215","Chris Miller
Human Resources Administrator
Roman Catholic Diocese of Brooklyn
718-965-7300 ext. 1303"
3/31/2017 16:38:33,Hourly Youth Services Librarian,North Castle Public Library,"Up to 16.5 hours per week.
- Days include weekdays and weekends. Minimum one weekend per month and maximum at two per month","Position is predominantly programming oriented, with some reference work on the weekends.
- Candidate needs to be able to plan and execute a story time for ages ranging from birth to four years old.
- Assist in planning and executing STEAM programming.
- Assist in planning and executing craft projects.
- Must have the ability to work with online catalogs and databases. Working knowledge of Workflows is a plus.
- Basic knowledge of children’s literature.
- Ability to interact in a fun and engaging manner with infants, adolescents and their caregivers.
- Will provide occasional adult reference coverage when needed",MLS or MLS student with anticipated graduation date before 2018,Starting at $23 (commensurate with experience),"North Castle Public Library, Armonk, NY",www.northcastlelibrary.org,"If interested, please submit your cover letter and resume to mdean@wlsmail.org by April 18th, 2017.","19 Whippoorwill Road East, Armonk, NY, 10504  914-273-3887 x4", mdean@wlsmail.org  914-273-3887 x4
4/3/2017 14:35:32,Part-Time Temporary Cataloger ,Poets House,"Poets House, a 70,000-item poetry library and literary center in Lower Manhattan, seeks a Part-Time Temporary Cataloger for its unique Reed Foundation Library. The main focus of the position will be to assist in the cataloging of new acquisitions received for Poets House’s annual Poetry Showcase, an annual exhibition of recently published poetry and poetry-related items. The cataloger works under the supervision of the Director of Library and Outreach Services in support of library cataloging and materials processing functions. Work includes materials receiving and distribution functions as well as appropriate record keeping to monitor cataloging and processing efforts, in addition to other duties as assigned.","•	Utilizes the Koha online library catalog and OCLC to enter bibliographic records for new library resources - including print and multimedia.
•	Captures and imports bibliographic records into the Koha system and updates cataloging records to conform to library standards to include MARC, RDA, Library of Congress Subject Classification schedules, and local library requirements. Reviews authority records and author and title main entries, to insure consistency within the library database.
•	Processes materials in accordance with library policies and procedures, including Poets House’s unique classification system
•	Manages cataloging and processing efforts consistently per cataloging department policy and procedures to include accurate and standard record keeping.
•	Is responsible as a team member for organizing new cataloging materials for cataloging and processing activities and for moving processed items to distribution shelves.
•	Works under the guidance and supervision of the Director of Library and Outreach Services on library projects and efforts as and when needed. 
","M.L.S. or equivalent from an ALA-accredited library science program. 
1-2 years of library work preferred. Familiarity with MARC, RDA, KOHA, original cataloging in OCLC, and poetry preferred.",$15/hour,"New York, NY",www.poetshouse.org,"Please e-mail your cover letter, resume and list of three references to Director of Library and Outreach Services Reginald Harris at Reggie@poetshouse.org","Poets House
10 River Terrace
New York NY 10282
Phone: (212) 431-8040
",
4/4/2017 15:01:41,Museum Registrar,New York Botanical Garden ,,,,,,,http://www.nybg.org,,
4/4/2017 15:04:25,Museum Registrar,New York Botanical Garden ,"Reporting to the Director of Public Engagement and Library Exhibitions Curator, the Museum Registrar will provide oversight, care, safety, and documentation of incoming and outgoing loans of the Garden’s art and illustration collection.  
Specific Duties & Responsibilities

EOE/M/F/Disabled/Veteran ","•Arrange all out-going shipments and coordinate incoming shipments, schedule insurance, supervise packing, prepare and complete all necessary loan requests, condition reports, and other documents
•Receive and record all incoming loans, prepare condition reports, and work with the exhibition team on unpacking and storage
•Work with exhibition team, as well as external curators, conservators, preparators, packers, and outside art handling personnel (airline personnel, cargo handlers, etc.) to coordinate, schedule, and monitor the safe and legal movement of objects, and ensure compliance with U.S. Federal and International shipping, customs, and acquisitions laws
•Act as courier accompanying valuable objects of art in transit
•Assist with grant proposal writing and prepare estimates for exhibition budgets regarding shipping, insurance, packing, crating, loan fees and courier costs
•Work with exhibition team to research and develop content for exhibitions
•Oversee the maintenance and care of Art Gallery
•Monitor and oversee the maintenance of art storage and exhibition spaces for environmental conditions, safety, and cleanliness
•Maintains and regularly updates the Garden’s facility report
•Maintains inventory of the collection and all object locations
•Maintains visual and written documentation of all collection objects and manages and develops and implements an object database selection and launch
•Handles incoming and outgoing requests for object information and images, including rights and reproduction requests
•Evaluates, updates, and implements the art and illustration collection management policy and exhibition manual and serves as part of the Garden’s disaster plan response team
","•Graduate degree with in art history, curatorial studies, or museum studies/collection management
•Two years of verifiable museum registration experience
•Knowledge of current and accepted museum registration techniques and practices in conservation, insurance, object handling, and museum legal and ethical issues
•Exceptional attention to detail and organization
•Ability to maintain detailed, complex record pertaining to the management, movement, exhibition, and storage of art objects
•Comfort working with artworks exhibited in traditional indoor galleries as well as outdoors
•Ability to work well under pressure, managing multiple complex projects in a fast-paced work environment
•Experience with Collection Management Software, Microsoft Office, and Adobe Photoshop
•Excellent oral and written communication skills
•Knowledge of at least one foreign language desirable",,"Bronx, NY",http://www.nybg.org/employment/,http://www.nybg.org/employment/,"New York Botanical Garden 
2900 Southern Blvd
Bronx, NY 10458",Human Resources
4/5/2017 9:38:36,Resource Description Librarian,"Fordham University, Walsh Library",,"●	Reports to the Head of Cataloging
●	Creates original metadata and edits online records in various formats including print, electronic and media according to guidelines in all subject areas and languages
●	Collaborates with Archives/Special Collections in the production of metadata for rare materials
●	Resolves post-cataloging problems including conflicts in bibliographic records and updating existing data
●	Contributes to the development of policies, guidelines and best practices for the libraries digital collections
●	Actively participates in the development of a digital preservation strategy for the University libraries
●	Enriches metadata representing University Libraries’ digital and physical collections
●	Assists in researching information on persons, corporate entities and geographic locations for inclusion into NAF
●	Assists in developing short and long term planning for digital projects
●	Develops constructive and cooperative working relationships with all members of the Fordham University community
","●	American Library Association accredited Master’s Degree
●	Minimum 2 years’ experience in an academic library
●	In-depth knowledge of an integrated library system; Sirsi Symphony highly preferred
●	Knowledge of relevant metadata standards and guidelines (RDA, FRBR, AACR2, MARC-21, LCRI, LC classification and subject headings, DublinCore)
●	Proficiency with metadata creation
●	Reading knowledge of one or more Western European language other than English—German, French, Italian and Latin desirable
●	Must be detail oriented, flexible and able to communicate effectively and efficiently with all members of the Fordham University community
●	Demonstrated ability to effectively manage multiple priorities, work independently, exercise individual initiative, and demonstrate flexibility as a team member
●	Ability to work with student assistants
",,"Bronx, NY",http://www.library.fordham.edu/,"E-mail resume and cover letter to: John Williams, bjowilliams@fordham.edu","Fordham University, 441 East Fordham Road, Bronx, NY 10458","John Williams, Head of Cataloging, bjowilliams@fordham.edu"
